"Código","Descripción","Forma","Concentración","Pres.","I NA","II NA","III NA","Vía Adm.","Indicaciones","Reg. Terapéutico"
"J01EE01","Cotrimoxazol  (Sulfametoxazol + Trimetoprim)","Solido oral","(400 mg + 80 mg)  y  (800 mg + 160 mg)","G","1","1","1","O        Oral","Indicación general: Tratamiento de la neumonía producida por Pneumocystis jiroveci (P. carinii).  Nocardiosis, toxoplasmosis, listeriosis, infecciones por cepas de Staphylococcus aureus resistentes a meticilina (MRSA) como osteomielitis y artritis séptica o infecciones de la piel y de los tejidos blandos por MRSA.",""
"J01EE01","Cotrimoxazol  (Sulfametoxazol + Trimetoprim)","Liquido oral","(200 mg + 40 mg)/5 mL","G","1","1","1","O        Oral","Indicación general: Tratamiento de la neumonía producida por Pneumocystis jiroveci (P. carinii).  Nocardiosis, toxoplasmosis, listeriosis, infecciones por cepas de Staphylococcus aureus resistentes a meticilina (MRSA) como osteomielitis y artritis séptica o infecciones de la piel y de los tejidos blandos por MRSA.",""
"J01FA01","Eritromicina","Solido oral","250 mg y 500 mg","G","1","1","1","O        Oral","Indicación general: Infecciones del tracto respiratorio superior e inferior, leves a moderadas, causadas por Streptococcus pyogenes, Streptococcus pneumoniae, o Haemophilus influenzae.   Amigdalitis, faringitis, difteria, neumonía adquirida en la comunidad, infecciones de la piel, músculos y tendones, enterocolitis, uretritis no gonocócica, prostatitis, cervicitis, tosferina, linfogranuloma venéreo y conjuntivitis del recién nacido causadas por Chlamydia trachomatis. Prevención de recaídas de la fiebre reumática, sífilis primaria en pacientes alérgicos a penicilina.  Prevención postexposición a Corynebacterium diphteriae y a Bordetella pertussis, acné vulgaris.",""
"J01FA01","Eritromicina","Solido oral (polvo)","200 mg/5 mL y 400 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Infecciones del tracto respiratorio superior e inferior, leves a moderadas, causadas por Streptococcus pyogenes, Streptococcus pneumoniae, o Haemophilus influenzae.   Amigdalitis, faringitis, difteria, neumonía adquirida en la comunidad, infecciones de la piel, músculos y tendones, enterocolitis, uretritis no gonocócica, prostatitis, cervicitis, tosferina, linfogranuloma venéreo y conjuntivitis del recién nacido causadas por Chlamydia trachomatis. Prevención de recaídas de la fiebre reumática, sífilis primaria en pacientes alérgicos a penicilina.  Prevención postexposición a Corynebacterium diphteriae y a Bordetella pertussis, acné vulgaris.",""
"J01FA02","Espiramicina","Solido oral","3´000.000 UI","E (p) Especialista, Protocolo","","","1","O        Oral","Indicación exclusiva: Uso exclusivo en pacientes con toxoplasmosis, incluido embarazadas.",""
"J01FA09","Claritromicina","Solido oral","500 mg","G","1","1","1","O        Oral","Indicación general:Infecciones del tracto respiratorio superior e inferior: faringitis, amigdalitis, sinusitis, exacerbación aguda de bronquitis, neumonía bacteriana.Infecciones no complicadas de la piel y tejidos blandos: foliculitis, celulitis y erisipela en caso de alergia a la penicilina.En esquemas de erradicación del Helicobacter Pylori.Exacerbación aguda de bronquitis.Infección por Mycobacterium complejo avium fortuito, Pénfigo bulloso.",""
"J01FA09","Claritromicina","Solido parenteral","500 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general:Infecciones del tracto respiratorio superior e inferior: faringitis, amigdalitis, sinusitis, exacerbación aguda de bronquitis, neumonía bacteriana.Infecciones no complicadas de la piel y tejidos blandos: foliculitis, celulitis y erisipela en caso de alergia a la penicilina.En esquemas de erradicación del Helicobacter Pylori.Exacerbación aguda de bronquitis.Infección por Mycobacterium complejo avium fortuito, Pénfigo bulloso.",""
"J01FA09","Claritromicina","Solido oral (polvo)","125 mg/5 mL y 250 mg/5 mL","G","1","1","1","O        Oral","Indicación general:Infecciones del tracto respiratorio superior e inferior: faringitis, amigdalitis, sinusitis, exacerbación aguda de bronquitis, neumonía bacteriana.Infecciones no complicadas de la piel y tejidos blandos: foliculitis, celulitis y erisipela en caso de alergia a la penicilina.En esquemas de erradicación del Helicobacter Pylori.Exacerbación aguda de bronquitis.Infección por Mycobacterium complejo avium fortuito, Pénfigo bulloso.",""
"J01FA10","Azitromicina","Solido oral","250 mg y 500 mg","G","1","1","1","O        Oral","Indicación general:Exacerbación de EPOC y otitis media por H. influenzae, faringitis, amigdalitis.Neumonía atípica, enfermedad pélvica inflamatoria, uretritis, cervicitis debido a infección por C. trachomatis.Gonorrea, Chancroide.Infección de la piel o tejido subcutáneo (no complicadas).",""
"J01FA10","Azitromicina","Solido oral (polvo)","200 mg/5 mL","G","1","1","1","O        Oral","Indicación general:Exacerbación de EPOC y otitis media por H. influenzae, faringitis, amigdalitis.Neumonía atípica, enfermedad pélvica inflamatoria, uretritis, cervicitis debido a infección por C. trachomatis.Gonorrea, Chancroide.Infección de la piel o tejido subcutáneo (no complicadas).",""
"J01FF01","Clindamicina","Liquido parenteral","150 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general:Infecciones bacterianas severas ocasionadas por organismos anaeróbicos especialmente Bacteroides fragilis, estafilococos, estreptococos, neumococos en pacientes con hipersensibilidad a la penicilina.Infecciones óseas y articulares, infecciones dentales, infecciones ginecológicas. Septicemia, enfermedad pélvica inflamatoria.Erisipela, celulitis, bronquiectasias, neumonía por broncoaspiración, empiema, absceso pulmonar. ",""
"J01FF01","Clindamicina","Solido oral","300 mg","G","1","1","1","O        Oral","Indicación general:Infecciones bacterianas severas ocasionadas por organismos anaeróbicos especialmente Bacteroides fragilis, estafilococos, estreptococos, neumococos en pacientes con hipersensibilidad a la penicilina.Infecciones óseas y articulares, infecciones dentales, infecciones ginecológicas. Septicemia, enfermedad pélvica inflamatoria.Erisipela, celulitis, bronquiectasias, neumonía por broncoaspiración, empiema, absceso pulmonar. ",""
"J01GA01","Estreptomicina","Solido parenteral","1.000 mg","G","1","1","1","P         Parenteral","Indicación general: Tuberculosis activa, plaga (Yersinia pestis), tularemia (Francisella tularensis), Brucella spp, Haemophilus influenzae y H. ducreyi.Endocarditis por bacterias gram positivas (Streptococcus viridans y Enterococcus faecalis).",""
"J01GB01","Tobramicina*","Liquido para inhalacion","60 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","I           Inhalatoria","Indicación exclusiva: Uso exclusivo en pacientes con fibrosis quística.",""
"J01GB01","Tobramicina*","Solido para inhalacion","28 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","I           Inhalatoria","Indicación exclusiva: Uso exclusivo en pacientes con fibrosis quística.",""
"J01GB03","Gentamicina","Liquido parenteral","10 mg/mL - 140 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Infecciones por bacterias Gram-negativas como infecciones urinarias, infecciones quirúrgicas abdominales en asociación con otros antimicrobianos, infecciones gonocócicas no complicadas, Enfermedad Pélvica Inflmatoria severa asocida a clindamicina.Infecciones respiratorias en niños con enfermedad fibroquística.Meningitis, septicemias, infecciones de la piel por gérmenes sensibles, infecciones oculares.Septicemia y sepsis neonatal, la meningitis, infección del tracto biliar, prostatitis, neumonía nosocomial, coadyuvante en la meningitis por Listeria.",""
"J01GB06","Amikacina","Liquido parenteral","50 mg/mL - 250 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación general: Infecciones severas por enterobacterias que incluyen: Pseudomona aeruginosa, klebsiella, enterobacter, etc., infecciones óseas, infecciones respiratorias nosocomiales, endocarditis, septicemia.",""
"J01MA02","Ciprofloxacina","Liquido parenteral","2 mg/mL, 10 mg/mL y  20 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general:Infecciones por bacterias susceptibles al medicamento (Gram-positivas y Gram-negativas, con mayor actividad sobre las Gram-negativas incluyendo Salmonella, Shigella, Campylobacter, Neisseria spp. y Pseudomonas).Infecciones de vías urinarias, prostatitis, infecciones respiratoriasFiebre tifoidea.",""
"J01MA02","Ciprofloxacina","Solido oral","500 mg","G","1","1","1","O        Oral","Indicación general:Infecciones por bacterias susceptibles al medicamento (Gram-positivas y Gram-negativas, con mayor actividad sobre las Gram-negativas incluyendo Salmonella, Shigella, Campylobacter, Neisseria spp. y Pseudomonas).Infecciones de vías urinarias, prostatitis, infecciones respiratoriasFiebre tifoidea.",""
"J01MA12","Levofloxacina","Liquido parenteral","5 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Tuberculosis resistente, en combinación con otras drogas antituberculosis.Sinusitis bacteriana aguda.Exacerbación aguda de la bronquitis crónica.Neumonía adquirida en la comunidad.Infecciones complicadas de piel y tejidos blandos.Prostatitis bacteriana crónica, infección de las vías urinarias.Ántrax.",""
"J01MA12","Levofloxacina","Solido oral","250 mg y 500 mg","E    Especialista","","1","1","O        Oral","Indicación general: Tuberculosis resistente, en combinación con otras drogas antituberculosis.Sinusitis bacteriana aguda.Exacerbación aguda de la bronquitis crónica.Neumonía adquirida en la comunidad.Infecciones complicadas de piel y tejidos blandos.Prostatitis bacteriana crónica, infección de las vías urinarias.Ántrax.",""
"J01XA01","Vancomicina","Solido parenteral","500 mg y 1.000 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general:Infecciones severas causadas por Staphylococcus aureus (MRSA) resistente a la meticilina, Staphylococcus albus coagulasa negativa, Enterococcus faecalis, Streptococcus spp., Streptococcus pneumoniae, Enterococcus spp., Staphylococcus spp., Clostridium difficile. Infecciones de la piel y los tejidos blandos, infecciones en los huesos y las articulaciones, neumonía adquirida en la comunidad (NAC), neumonía intrahospitalaria, incluyendo la neumonía asociada a la ventilación mecánica (NAV), endocarditis infecciosa, profilaxis perioperatoria en pacientes con alto riesgo de desarrollar endocarditis bacteriana, septicemia.",""
"J01XB01","Colistina*","Solido parenteral","100 mg","H   Hospitalaria","","1","1","P         Parenteral","Indicación exclusiva: Uso exclusivo en pacientes con cultivos bacterianos de  K. pneumoniae, E. coli y otras enterobacterias, así como de bacterias no fermentadoras como Pseudomonas aeruginosa, Acinetobacter. baumannii,  sensibles a colistina y resistente a otros antibióticos como los carbapenémicos por presencia de carbapenemasas o metalobetalactamasas.",""
"J01XD01","Metronidazol","Liquido parenteral","5 mg/mL","K,HE(p)  Kits de emergencia,hospitalario,protocolo","1","1","1","P         Parenteral","Indicación general: Infecciones por bacterias anaerobias y protozoos.DiverticulitisColitis por Clostridium difficile Infecciones por Bacteroides fragilis. Coadyuvante en el manejo de determinadas infecciones intrabdominales, ginecológicas, septicemia, sistema nervioso central, piel. Profilaxis perioperatoria colorectal. Rosácea y erradicación de H. pylori. Absceso hepático amebiano, tratamiento codyuvante en Helicobacter pylori, Giardiasis y Dracunculiasis.",""
"J01XE01","Nitrofurantoína","Liquido oral","5 mg/mL","G","1","1","1","O        Oral","Indicación general: Infección de las vías urinarias (cistitis no complicada e infecciones recurrentes).Activa contra infecciones causadas por enterococos resistentes a la vancomicina y enterobacterias productoras de betalactamasas de espectro extendido (BLEE) excepto Klebsiella, Proteus y Serratias que son intrísicamente resistentes.",""
"J01XE01","Nitrofurantoína","Solido oral","100 mg","G","1","1","1","O        Oral","Indicación general: Infección de las vías urinarias (cistitis no complicada e infecciones recurrentes).Activa contra infecciones causadas por enterococos resistentes a la vancomicina y enterobacterias productoras de betalactamasas de espectro extendido (BLEE) excepto Klebsiella, Proteus y Serratias que son intrísicamente resistentes.",""
"J01XX01","Fosfomicina","Solido oral","500 mg","G","1","1","1","O        Oral","Indicacion general: Tratamiento de infecciones del tracto urinario en el embarazo (trometamol). Infecciones del tracto urinario no complicadas. Infecciones del tracto gastrointestinal. Infecciones quirúrgicas e infecciones dermatológicas producidas por gérmenes sensibles a fosfomicina.",""
"J01XX01","Fosfomicina","Solido oral (granulos) Trometamol","3 g","G","1","1","1","O        Oral","Indicacion general: Tratamiento de infecciones del tracto urinario en el embarazo (trometamol). Infecciones del tracto urinario no complicadas. Infecciones del tracto gastrointestinal. Infecciones quirúrgicas e infecciones dermatológicas producidas por gérmenes sensibles a fosfomicina.",""
"J01XX01","Fosfomicina","Solido oral (polvo)","250 mg/5 mL","G","1","1","1","O        Oral","Indicacion general: Tratamiento de infecciones del tracto urinario en el embarazo (trometamol). Infecciones del tracto urinario no complicadas. Infecciones del tracto gastrointestinal. Infecciones quirúrgicas e infecciones dermatológicas producidas por gérmenes sensibles a fosfomicina.",""
"J01XX01","Fosfomicina","Solido parenteral","1 g","E    Especialista","","1","1","P         Parenteral","Indicacion general: Tratamiento de infecciones del tracto urinario en el embarazo (trometamol). Infecciones del tracto urinario no complicadas. Infecciones del tracto gastrointestinal. Infecciones quirúrgicas e infecciones dermatológicas producidas por gérmenes sensibles a fosfomicina.",""
